,Filepath,Label
263,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01617.jpg,POSITIVE
264,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16907_1.jpg,POSITIVE
265,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10458.jpg,NEGATIVE
266,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03127.jpg,POSITIVE
267,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18039_1.jpg,POSITIVE
268,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08936.jpg,POSITIVE
269,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12870.jpg,NEGATIVE
270,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11156.jpg,NEGATIVE
271,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10985_1.jpg,POSITIVE
272,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19214.jpg,NEGATIVE
273,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10328.jpg,NEGATIVE
274,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12683.jpg,NEGATIVE
275,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09160.jpg,NEGATIVE
276,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05418.jpg,POSITIVE
277,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13364.jpg,NEGATIVE
278,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03186.jpg,NEGATIVE
279,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00301.jpg,POSITIVE
280,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19129.jpg,NEGATIVE
281,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13208_1.jpg,POSITIVE
282,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11487_1.jpg,POSITIVE
283,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05616.jpg,NEGATIVE
284,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09983.jpg,POSITIVE
285,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14648_1.jpg,POSITIVE
286,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11263.jpg,NEGATIVE
287,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05907.jpg,POSITIVE
288,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14318_1.jpg,POSITIVE
289,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09691.jpg,NEGATIVE
290,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11747_1.jpg,POSITIVE
291,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16196.jpg,NEGATIVE
292,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09002.jpg,NEGATIVE
293,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00685.jpg,POSITIVE
294,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04599.jpg,POSITIVE
295,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15992.jpg,NEGATIVE
296,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08243.jpg,POSITIVE
297,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02335.jpg,POSITIVE
298,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14252.jpg,NEGATIVE
299,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08700.jpg,POSITIVE
300,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11429_1.jpg,POSITIVE
301,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06812.jpg,POSITIVE
302,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07294.jpg,NEGATIVE
303,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19478.jpg,POSITIVE
304,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12904.jpg,NEGATIVE
305,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00528.jpg,POSITIVE
306,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14787.jpg,NEGATIVE
307,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11537_1.jpg,POSITIVE
308,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04482.jpg,NEGATIVE
309,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12902.jpg,NEGATIVE
310,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03449.jpg,NEGATIVE
311,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18896.jpg,NEGATIVE
312,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18724.jpg,NEGATIVE
313,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08834.jpg,POSITIVE
314,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06789.jpg,NEGATIVE
315,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03258.jpg,NEGATIVE
316,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17286.jpg,NEGATIVE
317,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06638.jpg,POSITIVE
318,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12863_1.jpg,POSITIVE
319,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12103_1.jpg,POSITIVE
320,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12083.jpg,NEGATIVE
321,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14084_1.jpg,POSITIVE
322,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04170.jpg,NEGATIVE
323,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06560.jpg,POSITIVE
324,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01841.jpg,NEGATIVE
325,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12994_1.jpg,POSITIVE
326,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10756_1.jpg,POSITIVE
327,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11397.jpg,NEGATIVE
328,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10576_1.jpg,POSITIVE
329,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05119.jpg,POSITIVE
330,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12794_1.jpg,POSITIVE
331,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13743.jpg,NEGATIVE
332,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01988.jpg,POSITIVE
333,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18926_1.jpg,POSITIVE
334,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16703_1.jpg,POSITIVE
335,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00063.jpg,NEGATIVE
336,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15297.jpg,NEGATIVE
337,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12039.jpg,NEGATIVE
338,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02001.jpg,POSITIVE
339,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11174.jpg,NEGATIVE
340,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09235.jpg,POSITIVE
341,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12462.jpg,NEGATIVE
342,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08469.jpg,POSITIVE
343,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10545_1.jpg,POSITIVE
344,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09178.jpg,POSITIVE
345,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17968_1.jpg,POSITIVE
346,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10587.jpg,NEGATIVE
347,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19650.jpg,NEGATIVE
348,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11492_1.jpg,POSITIVE
349,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05576.jpg,NEGATIVE
350,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10082.jpg,NEGATIVE
351,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12406_1.jpg,POSITIVE
352,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06501.jpg,POSITIVE
353,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02274.jpg,NEGATIVE
354,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05704.jpg,POSITIVE
355,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05760.jpg,POSITIVE
356,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05906.jpg,NEGATIVE
357,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01774.jpg,POSITIVE
358,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15514_1.jpg,POSITIVE
359,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10198.jpg,NEGATIVE
360,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18024_1.jpg,POSITIVE
361,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16859.jpg,NEGATIVE
362,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18832_1.jpg,POSITIVE
363,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17391.jpg,NEGATIVE
364,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18048.jpg,NEGATIVE
365,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02638.jpg,POSITIVE
366,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14221.jpg,NEGATIVE
367,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18335_1.jpg,POSITIVE
368,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00677.jpg,POSITIVE
369,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17105_1.jpg,POSITIVE
370,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18097_1.jpg,POSITIVE
371,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03431.jpg,NEGATIVE
372,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16205_1.jpg,POSITIVE
373,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17017.jpg,NEGATIVE
374,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09447.jpg,NEGATIVE
375,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15169_1.jpg,POSITIVE
376,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01711.jpg,NEGATIVE
377,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15474.jpg,NEGATIVE
378,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11433.jpg,NEGATIVE
379,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18767.jpg,NEGATIVE
380,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17669.jpg,NEGATIVE
381,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13998_1.jpg,POSITIVE
382,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06122.jpg,POSITIVE
383,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11958.jpg,NEGATIVE
384,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09575.jpg,POSITIVE
385,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16048.jpg,NEGATIVE
386,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19583.jpg,POSITIVE
387,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05871.jpg,NEGATIVE
388,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04521.jpg,NEGATIVE
389,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08822.jpg,NEGATIVE
390,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03070.jpg,POSITIVE
391,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04493.jpg,POSITIVE
392,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18514_1.jpg,POSITIVE
393,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10694_1.jpg,POSITIVE
394,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04105.jpg,POSITIVE
395,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07670.jpg,NEGATIVE
396,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15032_1.jpg,POSITIVE
397,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04944.jpg,NEGATIVE
398,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04776.jpg,POSITIVE
399,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13146_1.jpg,POSITIVE
400,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04733.jpg,POSITIVE
401,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04414.jpg,POSITIVE
402,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08938.jpg,NEGATIVE
403,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19237.jpg,NEGATIVE
404,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03934.jpg,POSITIVE
405,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16018.jpg,NEGATIVE
406,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01728.jpg,NEGATIVE
407,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13497_1.jpg,POSITIVE
408,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06826.jpg,POSITIVE
409,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11555.jpg,NEGATIVE
410,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01603.jpg,NEGATIVE
411,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01240.jpg,POSITIVE
412,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14346_1.jpg,POSITIVE
413,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11002.jpg,NEGATIVE
414,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06081.jpg,NEGATIVE
415,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05219.jpg,POSITIVE
416,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03958.jpg,POSITIVE
417,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16028.jpg,NEGATIVE
418,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02426.jpg,NEGATIVE
419,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08427.jpg,POSITIVE
420,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06945.jpg,NEGATIVE
421,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14950.jpg,NEGATIVE
422,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17877.jpg,NEGATIVE
423,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04396.jpg,NEGATIVE
424,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13708_1.jpg,POSITIVE
425,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03526.jpg,POSITIVE
426,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02671.jpg,NEGATIVE
427,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15459.jpg,NEGATIVE
428,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12596.jpg,NEGATIVE
429,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01741.jpg,NEGATIVE
430,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18698.jpg,NEGATIVE
431,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05106.jpg,POSITIVE
432,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10493.jpg,NEGATIVE
433,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00613.jpg,POSITIVE
434,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03983.jpg,NEGATIVE
435,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03142.jpg,NEGATIVE
436,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14955.jpg,NEGATIVE
437,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05200.jpg,NEGATIVE
438,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18721.jpg,NEGATIVE
439,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00931.jpg,NEGATIVE
440,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02230.jpg,POSITIVE
441,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11144.jpg,NEGATIVE
442,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09262.jpg,NEGATIVE
443,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13889.jpg,NEGATIVE
444,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16951_1.jpg,POSITIVE
445,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09432.jpg,NEGATIVE
446,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13781_1.jpg,POSITIVE
447,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06719.jpg,POSITIVE
448,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00272.jpg,POSITIVE
449,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12575.jpg,NEGATIVE
450,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17564.jpg,NEGATIVE
451,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11199_1.jpg,POSITIVE
452,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14614.jpg,NEGATIVE
453,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19387.jpg,NEGATIVE
454,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07962.jpg,NEGATIVE
455,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19155_1.jpg,POSITIVE
456,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11765.jpg,NEGATIVE
457,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02917.jpg,NEGATIVE
458,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06851.jpg,POSITIVE
459,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17979.jpg,NEGATIVE
460,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03653.jpg,NEGATIVE
461,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03228.jpg,NEGATIVE
462,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03303.jpg,NEGATIVE
463,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03003.jpg,POSITIVE
464,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18390.jpg,NEGATIVE
465,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00490.jpg,NEGATIVE
466,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17071.jpg,NEGATIVE
467,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17137_1.jpg,POSITIVE
468,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04301.jpg,POSITIVE
469,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09080.jpg,POSITIVE
470,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00457.jpg,POSITIVE
471,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01293.jpg,POSITIVE
472,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08701.jpg,NEGATIVE
473,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06191.jpg,POSITIVE
474,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19970.jpg,NEGATIVE
475,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11339.jpg,NEGATIVE
476,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13683_1.jpg,POSITIVE
477,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03129.jpg,NEGATIVE
478,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04621.jpg,NEGATIVE
479,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04748.jpg,NEGATIVE
480,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13168.jpg,NEGATIVE
481,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14057_1.jpg,POSITIVE
482,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00293.jpg,NEGATIVE
483,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17400_1.jpg,POSITIVE
484,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09528.jpg,NEGATIVE
485,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14069.jpg,NEGATIVE
486,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13466_1.jpg,POSITIVE
487,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02799.jpg,NEGATIVE
488,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07026.jpg,POSITIVE
489,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00907.jpg,NEGATIVE
490,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00655.jpg,NEGATIVE
491,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12738.jpg,NEGATIVE
492,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02011.jpg,NEGATIVE
493,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12285.jpg,NEGATIVE
494,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03262.jpg,POSITIVE
495,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15959_1.jpg,POSITIVE
496,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16729.jpg,NEGATIVE
497,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08465.jpg,POSITIVE
498,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02854.jpg,NEGATIVE
499,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07025.jpg,NEGATIVE
500,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05854.jpg,NEGATIVE
501,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08515.jpg,POSITIVE
502,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11015_1.jpg,POSITIVE
503,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05651.jpg,NEGATIVE
504,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19851.jpg,POSITIVE
505,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03518.jpg,NEGATIVE
506,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03209.jpg,NEGATIVE
507,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12480_1.jpg,POSITIVE
508,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07147.jpg,POSITIVE
509,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13726_1.jpg,POSITIVE
510,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00722.jpg,NEGATIVE
511,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03709.jpg,NEGATIVE
512,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17883.jpg,NEGATIVE
513,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01624.jpg,NEGATIVE
514,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15823_1.jpg,POSITIVE
515,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13920_1.jpg,POSITIVE
516,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14111_1.jpg,POSITIVE
517,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16551_1.jpg,POSITIVE
518,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07823.jpg,POSITIVE
519,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06540.jpg,NEGATIVE
520,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00762.jpg,POSITIVE
521,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18278_1.jpg,POSITIVE
522,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08550.jpg,NEGATIVE
523,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12209_1.jpg,POSITIVE
524,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08556.jpg,POSITIVE
525,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06075.jpg,NEGATIVE
526,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11774_1.jpg,POSITIVE
